age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
38,2,1,0,0,243,1,1,0,5,0,174,1,-1,0,0,0
38,0,1,0,0,424,0,0,0,5,0,104,1,-1,0,0,0
47,3,0,2,0,306,0,0,0,5,0,13,1,-1,0,0,0
40,3,1,2,0,24,0,0,0,5,0,185,1,-1,0,0,0
46,7,0,3,0,179,0,0,0,5,0,1778,1,-1,0,0,0
32,6,0,0,0,0,0,0,0,5,0,138,1,-1,0,0,0
53,1,2,1,0,989,0,0,0,5,0,812,1,-1,0,0,0
57,3,0,3,0,249,0,0,0,5,0,164,1,-1,0,0,0
33,7,0,1,0,790,0,0,0,5,0,391,1,-1,0,0,0
49,3,0,2,0,154,0,0,0,5,0,357,1,-1,0,0,0
51,0,0,0,0,6530,0,0,0,5,0,91,1,-1,0,0,0
60,5,0,0,0,100,1,0,0,5,0,528,1,-1,0,0,0
59,0,2,0,0,59,0,0,0,5,0,273,1,-1,0,0,0
55,1,0,1,0,1205,0,0,0,5,0,158,2,-1,0,0,0
35,3,1,1,0,12223,0,1,0,5,0,177,1,-1,0,0,0
57,3,0,1,0,5935,0,1,0,5,0,258,1,-1,0,0,0
31,7,0,1,0,25,0,1,0,5,0,172,1,-1,0,0,0
54,0,0,1,0,282,0,1,0,5,0,154,1,-1,0,0,0
55,3,0,3,0,23,0,0,0,5,0,291,1,-1,0,0,0
43,1,0,1,0,1937,0,0,0,5,0,181,1,-1,0,0,0
53,1,0,1,0,384,0,0,0,5,0,176,1,-1,0,0,0
44,3,0,1,0,582,1,1,0,5,0,211,1,-1,0,0,0
55,7,2,1,0,91,1,0,0,5,0,349,1,-1,0,0,0
49,7,2,1,0,0,0,1,0,5,0,272,1,-1,0,0,0
55,7,2,1,1,1,0,0,0,5,0,208,1,-1,0,0,0
45,6,1,1,0,206,0,0,0,5,0,193,1,-1,0,0,0
47,7,2,1,0,164,1,0,0,5,0,212,1,-1,0,0,0
42,1,1,1,0,690,0,0,0,5,0,20,1,-1,0,0,0
59,6,0,1,0,2343,0,0,0,5,0,1042,1,-1,0,0,1
46,8,0,0,0,137,0,1,0,5,0,246,1,-1,0,0,0
51,3,0,3,0,173,0,0,0,5,0,529,2,-1,0,0,0
56,6,0,1,0,45,1,0,0,5,0,1467,1,-1,0,0,1
41,1,0,1,0,1270,0,0,0,5,0,1389,1,-1,0,0,1
46,0,2,1,0,16,0,1,0,5,0,188,2,-1,0,0,0
57,5,0,1,0,486,0,0,0,5,0,180,2,-1,0,0,0
42,0,1,1,0,50,1,0,0,5,0,48,1,-1,0,0,0
30,1,0,1,0,152,0,1,0,5,0,213,2,-1,0,0,0
60,6,0,1,0,290,0,0,0,5,0,583,1,-1,0,0,0
60,3,0,2,0,54,0,0,0,5,0,221,1,-1,0,0,0
57,2,2,1,0,-37,1,0,0,5,0,173,1,-1,0,0,0
36,0,0,0,0,101,0,1,0,5,0,426,1,-1,0,0,0
55,3,0,1,0,383,1,0,0,5,0,287,1,-1,0,0,0
60,5,0,0,0,81,0,0,0,5,0,101,1,-1,0,0,0
39,1,0,1,0,0,0,0,0,5,0,203,1,-1,0,0,0
46,0,0,0,0,229,0,0,0,5,0,197,1,-1,0,0,0
44,3,0,1,0,-674,0,0,0,5,0,257,1,-1,0,0,0
53,3,0,3,0,90,1,0,0,5,0,124,1,-1,0,0,0
52,3,0,3,0,128,0,0,0,5,0,229,1,-1,0,0,0
59,3,0,3,0,179,0,0,0,5,0,55,3,-1,0,0,0
27,1,1,0,0,0,0,0,0,5,0,400,1,-1,0,0,0
44,3,0,1,0,54,0,0,0,5,0,197,1,-1,0,0,0
47,1,0,0,0,151,0,0,0,5,0,190,1,-1,0,0,0
34,6,0,1,0,61,1,1,0,5,0,21,1,-1,0,0,0
59,5,1,1,0,30,0,0,0,5,0,514,1,-1,0,0,0
45,0,0,0,0,523,0,0,0,5,0,849,2,-1,0,0,0
29,7,2,1,0,31,0,0,0,5,0,194,1,-1,0,0,0
46,1,2,1,0,79,1,0,0,5,0,144,1,-1,0,0,0
56,8,0,3,0,-34,0,1,0,5,0,212,2,-1,0,0,0
36,3,0,3,0,448,0,0,0,5,0,286,1,-1,0,0,0
59,5,2,3,0,81,0,0,0,5,0,107,1,-1,0,0,0
44,3,0,1,0,144,0,0,0,5,0,247,2,-1,0,0,0
41,6,0,1,0,351,0,0,0,5,0,518,1,-1,0,0,0
33,0,1,0,0,-67,0,0,0,5,0,364,1,-1,0,0,0
59,0,2,0,0,262,1,0,0,5,0,178,1,-1,0,0,0
57,1,0,3,0,0,1,0,0,5,0,98,1,-1,0,0,0
56,1,2,2,0,56,0,0,0,5,0,439,1,-1,0,0,0
51,3,0,1,0,26,0,0,0,5,0,79,1,-1,0,0,0
34,6,0,2,0,3,0,0,0,5,0,120,3,-1,0,0,0
43,7,0,1,0,41,0,1,0,5,0,127,2,-1,0,0,0
52,1,0,0,0,7,1,1,0,5,0,175,1,-1,0,0,0
33,1,1,1,0,105,0,0,0,5,0,262,2,-1,0,0,0
29,6,1,1,0,818,0,1,0,5,0,61,1,-1,0,0,0
34,7,0,1,0,-16,0,1,0,5,0,78,1,-1,0,0,0
31,3,0,1,0,0,0,0,0,5,0,143,1,-1,0,0,0
55,7,0,1,0,2476,0,0,0,5,0,579,1,-1,0,0,1
55,0,0,2,0,1185,1,0,0,5,0,677,1,-1,0,0,0
32,6,1,1,0,217,0,0,0,5,0,345,1,-1,0,0,0
38,1,1,1,0,1685,0,0,0,5,0,185,1,-1,0,0,0
55,6,1,1,0,802,0,1,0,5,0,100,2,-1,0,0,0
28,9,1,0,0,0,0,0,0,5,0,125,2,-1,0,0,0
23,3,0,1,0,94,0,0,0,5,0,193,1,-1,0,0,0
32,1,1,1,0,0,0,0,0,5,0,136,1,-1,0,0,0
43,7,1,2,0,0,1,0,0,5,0,73,1,-1,0,0,0
32,3,0,1,0,517,0,0,0,5,0,528,1,-1,0,0,0
46,3,0,1,0,265,0,0,0,5,0,541,1,-1,0,0,0
53,10,2,3,0,947,0,0,0,5,0,163,1,-1,0,0,0
34,8,1,1,0,3,0,0,0,5,0,301,1,-1,0,0,0
57,9,0,0,0,42,1,0,0,5,0,46,1,-1,0,0,0
37,3,0,1,0,37,0,0,0,5,0,204,1,-1,0,0,0
59,3,0,1,0,57,0,0,0,5,0,98,1,-1,0,0,0
33,7,0,1,0,22,0,0,0,5,0,71,1,-1,0,0,0
56,3,2,3,0,8,0,0,0,5,0,157,2,-1,0,0,0
48,9,0,1,0,293,0,0,0,5,0,243,1,-1,0,0,0
43,7,0,3,0,3,0,0,0,5,0,186,2,-1,0,0,0
54,3,0,3,0,348,0,0,0,5,0,579,2,-1,0,0,0
51,3,0,2,0,-19,0,0,0,5,0,163,2,-1,0,0,0
26,11,1,1,0,0,0,0,0,5,0,610,2,-1,0,0,0
40,0,0,0,0,-4,0,0,0,5,0,2033,1,-1,0,0,0
39,0,0,1,0,18,0,0,0,5,0,85,1,-1,0,0,0
50,1,0,3,0,139,1,0,0,5,0,114,2,-1,0,0,0
41,7,0,1,0,0,0,0,0,5,0,114,2,-1,0,0,0
51,3,0,2,0,1883,0,0,0,5,0,57,1,-1,0,0,0
60,5,2,1,0,216,0,0,0,5,0,238,1,-1,0,0,0
52,3,0,1,0,782,0,0,0,5,0,93,3,-1,0,0,0
48,3,0,1,0,904,0,0,0,5,0,128,2,-1,0,0,0
48,7,0,2,0,1705,0,0,0,5,0,107,1,-1,0,0,0
39,1,1,0,0,47,0,0,0,5,0,181,1,-1,0,0,0
47,7,1,1,0,176,0,0,0,5,0,303,2,-1,0,0,0
40,3,0,1,0,1225,0,0,0,5,0,558,5,-1,0,0,0
45,1,0,1,0,86,0,0,0,5,0,270,1,-1,0,0,0
26,6,1,1,0,82,0,0,0,5,0,228,1,-1,0,0,0
52,0,0,0,0,271,0,0,0,5,0,99,1,-1,0,0,0
54,1,0,1,0,1378,0,0,0,5,0,240,1,-1,0,0,0
54,6,0,0,0,184,1,0,0,5,0,673,2,-1,0,0,1
50,3,0,3,0,0,1,0,0,5,0,233,3,-1,0,0,0
35,3,0,1,0,0,0,0,0,5,0,1056,1,-1,0,0,0
44,7,0,1,0,1357,0,1,0,5,0,250,1,-1,0,0,0
53,2,0,2,0,19,0,0,0,5,0,252,1,-1,0,0,0
35,5,1,3,0,434,1,0,0,5,0,138,1,-1,0,0,0
60,6,2,1,0,92,0,0,0,5,0,130,1,-1,0,0,0
53,6,2,1,0,1151,0,0,0,5,0,412,1,-1,0,0,0
48,9,0,1,0,41,0,0,0,5,0,179,2,-1,0,0,0
34,1,0,1,0,51,0,0,0,5,0,19,2,-1,0,0,0
54,7,0,1,0,214,0,0,0,5,0,458,2,-1,0,0,0
51,0,0,1,0,1161,0,0,0,5,0,717,1,-1,0,0,0
31,7,0,0,0,37,0,0,0,5,0,313,1,-1,0,0,0
35,1,2,1,0,787,0,0,0,5,0,683,2,-1,0,0,0
35,7,0,1,0,59,0,0,0,5,0,1077,1,-1,0,0,0
38,1,0,1,0,253,0,0,0,5,0,416,1,-1,0,0,0
36,6,0,0,0,211,0,0,0,5,0,146,2,-1,0,0,0
58,5,0,3,0,235,0,0,0,5,0,167,1,-1,0,0,0
40,7,2,2,0,4384,0,0,0,5,0,315,1,-1,0,0,0
54,0,0,1,0,4080,1,0,0,5,0,140,1,-1,0,0,0
34,3,1,1,0,53,0,1,0,5,0,346,1,-1,0,0,0
31,0,1,0,0,0,0,0,0,5,0,562,1,-1,0,0,0
51,5,0,1,0,2127,0,0,0,5,0,172,1,-1,0,0,0
33,0,0,0,0,377,0,0,0,5,0,217,1,-1,0,0,0
55,0,0,0,0,73,0,0,0,5,0,142,2,-1,0,0,0
42,6,0,1,0,445,0,0,0,5,0,67,1,-1,0,0,0
34,3,0,1,0,243,0,0,0,5,0,291,1,-1,0,0,0
33,3,1,1,0,307,0,0,0,5,0,309,2,-1,0,0,0
38,7,0,1,0,155,0,0,0,5,0,248,1,-1,0,0,0
50,1,2,0,0,173,1,1,0,5,0,98,1,-1,0,0,0
43,0,0,0,0,400,0,0,0,5,0,256,1,-1,0,0,0
61,3,2,3,0,1428,0,0,0,5,0,82,2,-1,0,0,0
47,6,0,1,0,219,0,0,0,5,0,577,1,-1,0,0,0
48,8,0,0,0,7,0,0,0,5,0,286,1,-1,0,0,0
44,3,0,1,0,575,0,0,0,5,0,477,1,-1,0,0,0
35,11,1,2,0,298,0,0,0,5,0,611,2,-1,0,0,0
35,7,0,1,0,0,0,0,0,5,0,471,1,-1,0,0,0
50,7,0,1,0,5699,0,0,0,5,0,381,2,-1,0,0,0
41,0,0,0,0,176,0,1,0,5,0,42,1,-1,0,0,0
41,0,0,0,0,517,0,0,0,5,0,251,1,-1,0,0,0
39,7,1,2,0,257,0,0,0,5,0,408,1,-1,0,0,0
42,5,0,1,0,56,0,0,0,5,0,215,1,-1,0,0,0
38,3,0,1,0,-390,0,0,0,5,0,287,1,-1,0,0,0
53,5,0,1,0,330,0,0,0,5,0,216,2,-1,0,0,0
59,10,2,3,0,195,1,0,0,5,0,366,2,-1,0,0,0
36,7,0,1,0,301,0,0,0,5,0,210,1,-1,0,0,0
54,3,0,3,0,-41,0,0,0,5,0,288,1,-1,0,0,0
40,1,0,0,0,483,0,0,0,5,0,168,1,-1,0,0,0
47,4,0,2,0,28,1,0,0,5,0,338,2,-1,0,0,0
53,9,0,2,0,13,1,0,0,5,0,410,3,-1,0,0,0
46,10,0,3,0,965,1,0,0,5,0,177,1,-1,0,0,0
39,0,0,0,0,378,0,1,0,5,0,127,2,-1,0,0,0
40,9,0,1,0,219,0,0,0,5,0,357,1,-1,0,0,0
28,3,0,3,0,324,0,0,0,5,0,175,1,-1,0,0,0
35,2,2,1,0,-69,0,0,0,5,0,300,1,-1,0,0,0
55,5,0,1,0,0,1,1,0,5,0,136,1,-1,0,0,0
43,1,2,2,0,205,0,0,0,5,0,1419,1,-1,0,0,0
48,3,0,3,0,278,0,0,0,5,0,125,2,-1,0,0,0
58,0,0,2,0,1065,0,0,0,5,0,213,3,-1,0,0,0
33,0,1,0,0,34,0,0,0,5,0,27,1,-1,0,0,0
36,3,0,2,0,1033,1,0,0,5,0,238,2,-1,0,0,0
53,7,2,1,0,1467,0,0,0,5,0,124,1,-1,0,0,0
47,3,0,3,0,-12,0,0,0,5,0,18,1,-1,0,0,0
31,7,0,1,0,388,0,0,0,5,0,730,2,-1,0,0,0
57,2,0,1,0,294,0,0,0,5,0,746,2,-1,0,0,0
53,3,0,2,0,1827,1,0,0,5,0,121,1,-1,0,0,0
55,3,0,3,0,627,0,0,0,5,0,247,1,-1,0,0,0
45,3,0,3,0,25,0,0,0,5,0,40,1,-1,0,0,0
53,6,2,1,0,315,0,0,0,5,0,181,2,-1,0,0,0
37,3,0,3,0,0,0,0,0,5,0,79,1,-1,0,0,0
44,6,2,1,0,66,0,0,0,5,0,206,1,-1,0,0,0
49,3,2,3,0,-9,0,1,0,5,0,389,1,-1,0,0,0
46,1,0,1,0,349,0,1,0,5,0,127,1,-1,0,0,0
43,2,0,2,0,100,0,0,0,5,0,702,1,-1,0,0,0
38,6,0,1,0,0,1,0,0,5,0,151,1,-1,0,0,0
43,1,0,1,0,434,0,0,0,5,0,117,1,-1,0,0,0
49,0,0,0,0,3237,0,0,0,5,0,232,3,-1,0,0,0
42,0,0,2,0,275,1,0,0,5,0,408,2,-1,0,0,0
22,3,1,1,0,0,0,0,0,5,0,179,2,-1,0,0,0
40,0,0,0,0,207,0,0,0,5,0,39,1,-1,0,0,0
39,3,0,1,0,483,0,0,0,5,0,282,1,-1,0,0,0
51,7,0,1,0,2248,0,0,0,5,0,714,2,-1,0,0,0
49,6,0,1,0,428,0,0,0,5,0,50,1,-1,0,0,0
53,3,0,1,0,0,0,1,0,5,0,181,1,-1,0,0,0
34,7,1,1,0,0,0,0,0,5,0,142,1,-1,0,0,0
33,1,2,1,0,140,0,0,0,5,0,227,1,-1,0,0,0
50,0,1,0,0,297,0,0,0,5,0,119,1,-1,0,0,0
39,3,0,3,0,279,0,0,0,5,0,361,1,-1,0,0,0
59,2,2,1,0,901,0,0,0,5,0,73,3,-1,0,0,0
30,1,1,1,0,2573,0,0,0,5,0,67,2,-1,0,0,0
36,7,0,1,0,143,0,1,0,5,0,350,1,-1,0,0,0
40,3,0,1,0,475,0,0,0,5,0,332,2,-1,0,0,0
53,3,0,1,0,70,0,0,0,5,0,611,2,-1,0,0,0
34,0,1,0,0,318,0,0,0,5,0,113,2,-1,0,0,0
37,1,0,1,0,275,0,0,0,5,0,132,1,-1,0,0,0
42,0,2,0,0,742,0,0,0,5,0,58,3,-1,0,0,0
41,2,0,3,0,236,0,0,0,5,0,151,1,-1,0,0,0
30,11,1,0,0,25,0,0,0,5,0,89,2,-1,0,0,0
37,0,1,0,0,600,0,0,0,5,0,152,1,-1,0,0,0
39,6,2,1,0,-349,0,0,0,5,0,611,2,-1,0,0,0
41,3,0,3,0,183,0,1,0,5,0,110,2,-1,0,0,0
40,3,0,3,0,0,0,0,0,5,0,463,1,-1,0,0,0
42,0,1,0,0,0,0,1,0,5,0,562,2,-1,0,0,1
40,3,2,3,0,0,0,0,0,5,0,962,1,-1,0,0,0
57,1,0,1,0,1078,0,0,0,5,0,10,4,-1,0,0,0
56,2,2,1,0,155,1,0,0,5,0,118,3,-1,0,0,0
37,6,0,1,0,190,0,0,0,5,0,92,2,-1,0,0,0
59,5,0,1,0,319,0,0,0,5,0,143,3,-1,0,0,0
39,7,2,1,0,-185,0,0,0,5,0,189,3,-1,0,0,0
49,7,0,1,0,47,1,0,0,5,0,234,2,-1,0,0,0
38,7,1,1,0,570,0,0,0,5,0,75,2,-1,0,0,0
36,8,0,0,0,19,1,0,0,5,0,189,2,-1,0,0,0
50,3,0,3,0,61,0,0,0,5,0,621,3,-1,0,0,0
41,6,0,1,0,-62,0,1,0,5,0,55,2,-1,0,0,0
54,1,0,0,0,258,1,0,0,5,0,310,4,-1,0,0,0
58,3,0,3,0,76,0,0,0,5,0,156,2,-1,0,0,0
30,3,1,1,0,0,0,0,0,5,0,5,2,-1,0,0,0
33,6,1,1,0,352,0,0,0,5,0,225,2,-1,0,0,0
47,6,0,1,0,368,0,0,0,5,0,125,2,-1,0,0,0
50,1,1,0,0,339,0,0,0,5,0,2,3,-1,0,0,0
32,3,0,1,0,1331,0,0,0,5,0,286,2,-1,0,0,0
40,8,0,1,0,672,0,0,0,5,0,164,2,-1,0,0,0
37,0,0,0,0,58,0,0,0,5,0,98,2,-1,0,0,0
54,1,1,2,0,447,0,0,0,5,0,742,2,-1,0,0,0
24,11,1,1,0,423,0,0,0,5,0,226,3,-1,0,0,0
54,0,0,0,0,0,1,0,0,5,0,120,2,-1,0,0,0
34,1,0,1,0,19,0,0,0,5,0,362,4,-1,0,0,0
56,1,2,3,0,13,0,0,0,5,0,357,2,-1,0,0,0
31,3,1,1,0,3,0,0,0,5,0,200,2,-1,0,0,0
24,11,1,1,0,82,0,0,0,5,0,204,2,-1,0,0,0
42,3,2,3,0,28,0,0,0,5,0,126,3,-1,0,0,0
57,1,0,1,0,792,0,0,0,5,0,65,2,-1,0,0,0
42,3,0,2,0,408,0,0,0,5,0,107,2,-1,0,0,0
51,6,0,1,0,531,0,0,0,5,0,267,2,-1,0,0,0
57,5,0,1,0,211,0,0,0,5,0,248,2,-1,0,0,0
36,7,1,1,0,62,0,0,0,5,0,215,2,-1,0,0,0
53,7,0,2,0,257,0,0,0,5,0,209,2,-1,0,0,0
50,1,0,1,0,1234,0,0,0,5,0,205,2,-1,0,0,0
54,0,0,0,0,313,0,0,0,5,0,83,2,-1,0,0,0
55,3,0,1,0,89,0,0,0,5,0,106,3,-1,0,0,0
44,3,0,1,0,129,0,1,0,5,0,189,2,-1,0,0,0
43,0,0,2,0,0,0,0,0,5,0,105,2,-1,0,0,0
56,6,0,1,0,353,0,0,0,5,0,106,2,-1,0,0,0
54,1,0,2,0,851,0,0,0,5,0,108,2,-1,0,0,0
55,7,2,3,0,96,0,1,0,5,0,311,2,-1,0,0,0
37,7,2,1,0,398,0,1,0,5,0,214,2,-1,0,0,0
33,6,1,0,0,193,1,0,0,5,0,132,2,-1,0,0,0
46,6,0,1,0,-358,0,0,0,5,0,358,2,-1,0,0,0
36,3,0,1,0,539,0,1,0,5,0,453,2,-1,0,0,0
51,1,1,1,0,0,0,0,0,5,0,364,2,-1,0,0,0
40,5,1,3,0,0,1,0,0,5,0,136,2,-1,0,0,0
42,3,0,1,0,490,0,0,0,5,0,386,2,-1,0,0,0
51,3,0,1,0,0,0,0,0,5,0,173,2,-1,0,0,0
49,3,0,2,0,403,0,0,0,5,0,241,2,-1,0,0,0
48,0,0,1,0,161,0,0,0,5,0,224,3,-1,0,0,0
32,1,2,0,0,2558,1,0,0,5,0,148,2,-1,0,0,0
31,6,1,1,0,98,0,0,0,5,0,196,2,-1,0,0,0
55,0,1,0,0,115,1,0,0,5,0,111,4,-1,0,0,0
40,3,1,1,0,436,0,0,0,5,0,231,3,-1,0,0,0
47,1,0,0,0,831,0,0,0,5,0,316,3,-1,0,0,0
57,1,0,2,0,206,0,0,0,5,0,216,3,-1,0,0,0
41,3,0,1,0,290,0,0,0,5,0,240,2,-1,0,0,0
48,3,0,1,0,1,1,0,0,5,0,669,3,-1,0,0,0
42,3,0,2,0,57,0,0,0,5,0,425,2,-1,0,0,0
30,3,1,1,0,-457,0,0,0,5,0,143,2,-1,0,0,0
58,0,1,0,0,1387,0,0,0,5,0,174,5,-1,0,0,0
45,0,2,0,0,24598,0,0,0,5,0,313,3,-1,0,0,0
49,3,0,1,0,30,0,0,0,5,0,135,4,-1,0,0,0
42,6,1,1,0,1022,0,0,0,5,0,146,2,-1,0,0,0
53,1,0,1,0,56,0,1,0,5,0,152,2,-1,0,0,0
51,6,1,1,1,-2,1,0,0,5,0,402,3,-1,0,0,0
32,7,1,1,0,121,0,0,0,5,0,213,2,-1,0,0,0
41,3,1,1,0,842,0,0,0,5,0,144,3,-1,0,0,0
43,0,2,1,0,693,0,0,0,5,0,124,3,-1,0,0,0
40,3,2,1,0,-333,0,0,0,5,0,183,2,-1,0,0,0
50,3,0,3,0,1533,0,0,0,5,0,325,2,-1,0,0,0
34,0,0,0,0,46,0,0,0,5,0,39,4,-1,0,0,0
53,7,0,2,0,18,1,0,0,5,0,503,2,-1,0,0,0
45,1,0,1,0,44,0,0,0,5,0,95,4,-1,0,0,0
39,3,0,3,0,-100,0,0,0,5,0,680,2,-1,0,0,0
44,7,0,0,0,510,0,0,0,5,0,421,4,-1,0,0,0
55,0,0,0,0,685,0,0,0,5,0,174,3,-1,0,0,0
46,0,1,0,0,187,0,0,0,5,0,113,2,-1,0,0,0
45,3,0,1,0,66,0,0,0,5,0,808,2,-1,0,0,0
34,6,0,1,0,560,0,0,0,5,0,198,3,-1,0,0,0
36,3,0,1,0,0,0,0,0,5,0,195,2,-1,0,0,0
59,4,2,2,0,27,1,0,0,5,0,347,3,-1,0,0,0
31,6,1,1,0,12,0,0,0,5,0,208,2,-1,0,0,0
44,3,1,1,0,34,0,0,0,5,0,404,4,-1,0,0,0
33,2,1,0,0,1068,0,0,0,5,0,396,2,-1,0,0,0
40,3,0,1,0,211,0,0,0,5,0,216,4,-1,0,0,0
46,6,1,0,0,377,0,0,0,5,0,98,2,-1,0,0,0
48,0,0,0,0,263,0,0,0,5,0,350,2,-1,0,0,0
42,7,0,1,0,1263,0,0,0,6,0,114,2,-1,0,0,0
27,7,0,1,0,8,0,0,0,6,0,88,3,-1,0,0,0
48,6,0,1,0,126,0,1,0,6,0,379,2,-1,0,0,0
59,6,0,1,0,230,0,0,0,6,0,190,3,-1,0,0,0
46,1,0,0,0,841,0,0,0,6,0,158,1,-1,0,0,0
38,6,2,1,0,308,0,0,0,6,0,102,1,-1,0,0,0
43,0,2,0,0,1,0,0,0,6,0,306,1,-1,0,0,0
38,6,2,0,0,86,0,0,0,6,0,218,1,-1,0,0,0
23,11,1,1,0,157,0,0,0,6,0,54,1,-1,0,0,0
34,7,0,1,0,22,0,0,0,6,0,344,1,-1,0,0,0
38,6,0,1,0,46,0,1,0,6,0,195,1,-1,0,0,0
37,3,0,1,0,1293,1,0,0,6,0,652,1,-1,0,0,0
25,6,1,1,0,122,0,0,0,6,0,286,1,-1,0,0,0
48,3,0,2,0,131,0,0,0,6,0,189,1,-1,0,0,0
49,3,1,1,0,143,0,0,0,6,0,83,1,-1,0,0,0
38,6,1,1,0,393,1,0,0,6,0,184,2,-1,0,0,0
43,3,0,3,0,98,0,0,0,6,0,235,1,-1,0,0,0
33,0,0,0,0,0,0,0,0,6,0,290,1,-1,0,0,0
55,3,0,1,0,224,0,0,0,6,0,232,1,-1,0,0,0
38,3,0,1,0,757,0,0,0,6,0,133,1,-1,0,0,0
49,7,0,1,0,245,0,1,0,6,0,318,1,-1,0,0,0
40,0,0,1,0,8486,1,0,0,6,0,260,3,-1,0,0,0
43,6,0,2,0,350,1,0,0,6,0,437,1,-1,0,0,0
38,3,0,1,0,20,0,0,0,6,0,402,1,-1,0,0,0
58,7,0,1,0,1667,0,1,0,6,0,85,1,-1,0,0,0
57,1,0,2,0,345,0,0,0,6,0,125,1,-1,0,0,0
32,9,0,1,0,10,0,0,0,6,0,501,4,-1,0,0,0
56,0,0,0,0,830,0,1,0,6,0,1201,1,-1,0,0,1
58,3,2,2,0,29,0,0,0,6,0,253,1,-1,0,0,0
60,5,2,1,0,545,0,0,0,6,0,1030,1,-1,0,0,1
37,1,0,0,0,8730,0,0,0,6,0,149,1,-1,0,0,0
46,1,2,0,0,477,0,0,0,6,0,114,1,-1,0,0,0
27,6,0,1,0,4,0,0,0,6,0,243,1,-1,0,0,0
